ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss
Castro-2010-511-1,sun*,1343,SUN,太阳
Castro-2010-511-2,moon*,1313,MOON,月亮
Castro-2010-511-3,star*,1430,STAR,星星
Castro-2010-511-4,sky*,1732,SKY,"天,天空"
Castro-2010-511-5,cloud*,1489,CLOUD,云朵
Castro-2010-511-6,wind*,960,WIND,风
Castro-2010-511-7,rain*,658,RAIN (PRECIPITATION),雨
Castro-2010-511-8,fog*,249,FOG,雾
Castro-2010-511-9,snow*,784,SNOW,雪
Castro-2010-511-10,soil*,1228,EARTH (SOIL),土壤
Castro-2010-511-11,stone*,857,STONE,石头
Castro-2010-511-12,sand(fine)*,671,SAND,沙
Castro-2010-511-13,dust*,2,DUST,尘土
Castro-2010-511-14,fire*,221,FIRE,火
Castro-2010-511-15,ash*,646,ASH,灰
Castro-2010-511-16,smoke*,778,SMOKE (EXHAUST),烟
Castro-2010-511-17,water*,948,WATER,水
Castro-2010-511-18,river*,3311,FLOWING BODY OF WATER,河
Castro-2010-511-19,lake*,624,LAKE,湖
Castro-2010-511-20,sea*,1474,SEA,海
Castro-2010-511-21,mountain(earth),,,土山
Castro-2010-511-22,mountain(stone)*,639,MOUNTAIN,石山
Castro-2010-511-23,grass*,606,GRASS,草
Castro-2010-511-24,tree*,906,TREE,树
Castro-2010-511-25,"forest,woods*",420,FOREST,树林
Castro-2010-511-26,bark*,1204,BARK,树皮
Castro-2010-511-27,leaf*,628,LEAF,叶子(小)
Castro-2010-511-28,root*,670,ROOT,根
Castro-2010-511-29,flower*,239,FLOWER,花
Castro-2010-511-30,seed*,714,SEED,种子
Castro-2010-511-31,fruit*,1507,FRUIT,水果
Castro-2010-511-32,string*,1218,ROPE,绳子
Castro-2010-511-33,stick*,1295,STICK,棍子
Castro-2010-511-34,village,930,VILLAGE,村子
Castro-2010-511-35,road*,667,ROAD,路
Castro-2010-511-36,field*,140,PADDY FIELD,稻田
Castro-2010-511-37,daytime*,1225,DAY (NOT NIGHT),白天
Castro-2010-511-38,night*,1233,NIGHT,夜
Castro-2010-511-39,year*,1226,YEAR,年
Castro-2010-511-40,waterbuffalo*,2516,WATER BUFFALO,水牛
Castro-2010-511-41,chicken*,1318,CHICKEN,鸡
Castro-2010-511-42,bird*,937,BIRD,鸟
Castro-2010-511-43,fish*,227,FISH,鱼
Castro-2010-511-44,dog*,2009,DOG,狗
Castro-2010-511-45,louse,1392,LOUSE,虱子(身上)
Castro-2010-511-46,snake*,730,SNAKE,蛇
Castro-2010-511-47,head*,1256,HEAD,头
Castro-2010-511-48,hair*,2381,FEATHER OR FUR OR HAIR,毛
Castro-2010-511-49,horn*,1393,HORN (ANATOMY),角
Castro-2010-511-50,tail*,1220,TAIL,尾巴
Castro-2010-511-51,skin*,763,SKIN,皮肤
Castro-2010-511-52,bone*,1394,BONE,骨头
Castro-2010-511-53,blood*,946,BLOOD,血
Castro-2010-511-54,eye*,1248,EYE,眼睛
Castro-2010-511-55,ear*,1247,EAR,耳朵
